tcdb_id,title,soldprice,solddate,seller_name,seller_sales,seller_rating,link,soldprice_fact,solddate_dt,matched_text,match_score,rookie_row_id
378186,Matthis Abline 2022-23 Topps Chrome UEFA UCC Aqua Lava RC PR:65 SP Stade,$29.95,"Mar 30, 2025",chefscards,3180,100.0,https://www.ebay.com/itm/325775922862?_skw=2022-23+Score+Matthis+Abline&epid=23062151267&itmmeta=01JV1WCRFZYN0N3A920GB1J8Y6&hash=item4bd9c216ae:g:wrYAAOSwt85k251V&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cWwQroHv6m29RxGDb5Hdo3%2B2xVy2zDDKtzPKMNyfBaKYwrAURcDXcTFxJC2x23zKtezXdb6UqNNj8OfRSHPBQyw6SkNvQ5u5z8EDTYzbUKRNIi6QthDJZ%2Fr0Wyv7cerSElVcKI%2FpK5zzYNd5s0tyFqIxYLGjuCAFmWlxkxuFITcY%2BN9dB7KEmvktYTI8Vc8898yypJm4FfS0zVaWPEi2HPxijfFFdwSEKg1YR7z%2BTQYR1VtXQjZCBZZ7y%2BRPQ4NWCUG30rjUnqHEzIMN4Bj66F%7Ctkp%3ABk9SR5CIs7zYZQ,29.95,2025-03-30,2022-23 Topps Chrome UEFA Club Competitions - Aqua Refractor #167 Matthis Abline,27.0,310.0
378186,2022-23 Topps Chrome UEFA Club Competitions /225 Matthis Abline #167 Rookie RC,$3.99,"Mar 23, 2025",comc_consignment,1055664,99.5,https://www.ebay.com/itm/235954388470?_skw=2022-23+Score+Matthis+Abline&epid=6061511133&itmmeta=01JV1WCRG02K842022YG53VDT5&hash=item36effa3df6:g:-xQAAeSwAb5nq9hX&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fJckZORMmrolSvuEiSk3SlgidJwyspoajOP06ZYBTYhGmBj21AKug8YdlKfVfRHOsWM6QiAT8FiIhm%2BwNFYGOIZl5CimBWCgRkz%2BiV4IVycOu70SdquLUPN818UzrrLJ4ZRQMQSGF0myK0%2F9Xpbvb5yIvmLa0XKyb7NV70vuXGvq5QxRF3Mxof%2FELK2epG6eONt85NmP8rJJ05IBRH1JIRNL0dYTNEJjRRuWCnZ6h8sIkgoCJeXGBxxAwTmy5l46CWy3%2FFBHikK6kCk3DQPU46%7Ctkp%3ABk9SR5KIs7zYZQ,3.99,2025-03-23,2022-23 Topps Chrome UEFA Club Competitions - Aqua Refractor #167 Matthis Abline,40.0,310.0
378186,2022-23 Topps UCC Matthis Abline Icy Blue Foil /99 Stade Rennais Rookie RC,$0.99,"Mar 16, 2025",longshotsportscards,636,100.0,https://www.ebay.com/itm/396297855640?_skw=2022-23+Score+Matthis+Abline&epid=9060311475&itmmeta=01JV1WCRG17233ZF892WVD7YD5&hash=item5c45316298:g:wyIAAOSwXQNnzRnV&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1f9VAdagDk7cV%2BKEFj7L8CjqiwvX%2BMbD51YwXsHgZGCLQwdfjKQq8nPPreYaTO4xT3tUi9v3hC3s2%2B3IRlcMwDKpszBQ0Sp15IuSBjgGYV0A6PB1vkX3bBGqqzf1rXIK5kvdutK%2F0C22moEUGflwaL4NyuqONAksszgoWKKD122B0fobY%2BvQCvpIn7fxcZTdgZqR%2B38fLTz9SUA7bjoXms7ajr%2FNe4x9Pwz9bR2g1A56%2F1rsbDZCLvATEOVAFhnMxWQdR3MD0JzBV%2FwmOBtmVENCTfqnvtV5JTJzGz%2B4WR7jhFHfqqVBPuPE6UEoYAoMSg%3D%7Ctkp%3ABk9SR5SIs7zYZQ,0.99,2025-03-16,2022-23 Topps UEFA Club Competitions - Icy Blue Foil #167 Matthis Abline,25.0,346.0
378186,Matthis Abline 2022-23 Topps Chrome UEFA UCC Yellow Icy Refractor /99 #167,$6.99,"Feb 18, 2025",mjm-autoparts,804,98.7,https://www.ebay.com/itm/135152994505?_skw=2022-23+Score+Matthis+Abline&itmmeta=01JV1WCRG1HW6EE2NEDR344PC2&hash=item1f77bf08c9:g:w~8AAOSw66Fml4dt&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1d0bClI45TpHNn88FYZLZRMyq2243fIGvQGT5PAFZXEUJPX1IE%2FKY7vjV2aT6gfFpnCwJZVnnC2aaBlpKdpl67x7bf0PG%2BvEHdSu1PC9zq4CuBMAu%2BnZigGa3uUME6aVOCdf0Ly9xcUDZMmqqIQV8CxeN99qJMWlkF6GvdA6isQGkkfu66ePhmTEU8ZkTMZ2mH3%2B9AURztBC2cwrrxwqIo0jK%2BgCewiWhwSiicHdpKw%2B5rvPDumr8XfgYekXdcXxaOPCemUfRCgzsa%2Fll6mNvJPeiyk0CkBtLzofXCz252uPH3EueUEKX96uLEpXLphNWs%3D%7Ctkp%3ABk9SR5SIs7zYZQ,6.99,2025-02-18,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions - Yellow #167 Matthis Abline,41.0,307.0
378186,2022-23 Topps Chrome UEFA Neon Green Shimmer Refractors #167 Matthis Abline /399,$1.80,"Feb 17, 2025",maver1494,2358,99.9,https://www.ebay.com/itm/405467696849?_skw=2022-23+Topps+Matthis+Abline&epid=7061509616&itmmeta=01JV1WDCSDCRNNYRFVBT2GGZCW&hash=item5e67c20ed1:g:Z2EAAOSwnfRngAWR&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e77RVdC4F3Sulz7GlDNw5Rl5rU826j7tH3Mr923jLZhygz%2FJL2YEVZmFVnmvKaF%2FdjV1VajBZIgGXklVb%2BeAm7I8vUx9Hp10gaZAtqvXZn6lpfSBlnwpyNywkDJrTWR1aDK8DNROXUqnl3XlvzCeudoM2fGLI5VZWpb%2Fzai35WGIVtaOPDi%2BcUCbXcwNI28HyOeTECGpP68KCgg8HEoxnFNrI1FpwsQw6qIhNRQNnUmhMZHIoMTvcSJeKCuwtRMkzPmNoSyy8dlG75WNdtxbz8%7Ctkp%3ABk9SR_bMtbzYZQ,1.8,2025-02-17,2022-23 Topps Chrome UEFA Club Competitions - Neon Green Shimmer Refractor #167 Matthis Abline,45.0,322.0
334285,2022-23 Topps Merlin UEFA - Mohamed Ali Cho RC Green /99 Real Sociedad,$0.99,"Apr 13, 2025",calmatecollectibles,152,99.3,https://www.ebay.com/itm/267212763319?_skw=2022-23+Topps+Mohamed+Ali+Cho&epid=2333398313&itmmeta=01JV1WEBXGTTTGBXWMZ7QR7QGS&hash=item3e371f30b7:g:zQ8AAeSwWjNn80Yb&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1d%2FZZ6uMfFyZgnZgwF%2Fb%2F1ZnAhd28DHBjJXlcX3Ax9yQXxyLVhyW%2BjDIM%2BiMF7YevtcDB8Im3uNv8nzddNs925fVE4hPcNEfr9eMAEnMjJe6DEn2lbgtiYOLgijNrQw9ydF%2BinL%2FDGWd1Rugo9qcsyRG9bOyvjtfR3AUySN6T9OD2JLJng6duwLkb4joqH58CPJm14NP7P2U%2FWG7isJ3GkPRJYRcEJfBrK5lTUS4IgSwPO5dcsHz6Iox%2Fxc%2FVHidMX%2FkwcB60q%2B%2B%2BqDCaN142BS5k9%2F%2BkfqN2VNGMN2mt0KIT9jOt2h8cBxlgs4K7yIGcw%3D%7Ctkp%3ABk9SR4a_ubzYZQ,0.99,2025-04-13,2022-23 Topps UEFA Club Competitions Carnaval Edition - Green #3 Mohamed-Ali Cho,29.0,753.0
334285,2022-23 Topps Merlin UEFA Green Refractor 41/99 Mohamed Ali Cho #123 Rookie RC,$2.10,"Mar 26, 2025",comc_consignment,1055664,99.5,https://www.ebay.com/itm/236005125986?_skw=2022-23+Topps+Mohamed+Ali+Cho&epid=2333398313&itmmeta=01JV1WEBXG1NTS2QBBNKVAFCVN&hash=item36f3006f62:g:OXIAAeSwQnZn1K-R&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eF6M8l4vtq7Qell1744nt82KCzWaFsNCp0TLk2s%2BgVylluaDstWOrDFwJq66XrAL0SRKCTQT7TdFrItLcxYDuYXZ7nTBpUm9HCgCQq%2FUnfCSj1N1A7NDiP%2B4Ec74qYwms6If88H1eBcEg8fjln7Bl%2BBQ%2Bh9B43ZUIBmfwmojCuTLAah8C2O9AAN0rglvW4BJCwTZNNGyQo%2BWX1zL%2FVjk6rXW9VI1XHK60KRBE3klZetKO%2FseUc1u26k2UHnWG8NDmdrx%2BgrBnRB0Dvw3mqxSeO%7Ctkp%3ABk9SR4a_ubzYZQ,2.1,2025-03-26,2022-23 Topps UEFA Club Competitions Carnaval Edition - Green #3 Mohamed-Ali Cho,29.0,753.0
334285,2022-23 Topps Merlin Chrome UEFA Mohamed Ali Cho RC Orange Refractor /25,$30.00,"Mar 20, 2025",cainga40,49,100.0,https://www.ebay.com/itm/335120771812?_skw=2022-23+Topps+Mohamed+Ali+Cho&epid=23062360075&itmmeta=01JV1WEBXG43F2WHJKPT7609HZ&hash=item4e06c12ae4:g:p~EAAOSwTKJlSPuq&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1fY9Nmn%2F2uf69LzyjymOhwZXYEzumiu6mb%2BkhFhrpCblgTaqfCyr5vOvIolr00pniQ4KGnlNZPs8aVXd%2Bq5tsweHEVSDteBkDqRFg9xKCvjEQtqvy3Druz3UEnGns3a0CX0jmJ9X6kPvBrA%2BvnSdVsgIlUhDZ0Ih9vipEMukhiOqZv2g9D1L6nBO46EcpyUnqvfofO1OEnT4pwjgfKKCVgtnOulVlBW2UCmkh76SGosUXnX9s7P%2FNDxe%2BAm6SCcP9IUb1lpuslC8ISKFumQNPfKAuP9BFJ0XEUfV7AJ7Xo1OsKgIrxngbQMzibxqLT%2FEmw%3D%7Ctkp%3ABk9SR4i_ubzYZQ,30.0,2025-03-20,2022-23 Topps Chrome UEFA Club Competitions - Orange Refractor #3 Mohamed-Ali Cho,35.0,647.0
334285,Mohamed Ali Cho 2022-23 Topps Merlin UEFA RC Blue Shimmer Refractor 39/75 [dbJ10,$2.12,"Mar 14, 2025",letsgocardcn,13652,99.7,https://www.ebay.com/itm/376056639696?_skw=2022-23+Topps+Mohamed+Ali+Cho&epid=12062340327&itmmeta=01JV1WEBXHVZ5FZ6SQWB2BW4ZR&hash=item578eb8f0d0:g:XvYAAOSwyf9nzmyw&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fwjZVgk3dOfynPxD9IrzGf%2BCKa0zsKwqdMy%2FMB6uNWleIA7Ksir5Z1D3Fzm4jTCpvFJe2yZ6RkO4u1%2BoEmVqZqcWTI4r0JUficbmM0IYE3YG6h0ilSw6gjbT7ObTfj2LlsYbugEBlv8h%2B8Bi1hw8%2F9LOMgAo%2BDwGxbfgTUwFJk8pWuNNZp%2B8tzFfP%2BZN8OzMLz1FWmfB7YGPGLdXI2wD22DMZqSgT6QIPIxWpz07UrOAh%2Fxolya8oYHGBsVpi72wdOdgnNxivIJVAuEr5Ty9St%7Ctkp%3ABk9SR4i_ubzYZQ,2.12,2025-03-14,2022-23 Topps Chrome UEFA Club Competitions - Blue Refractor #3 Mohamed-Ali Cho,30.0,638.0
334285,2022-23 Topps Merlin Mohamed Ali Cho RC /10 RED Refractor Rookie Sociedad Nice,$39.99,"Feb 12, 2025",seoul_collectibles,546,99.5,https://www.ebay.com/itm/405350377821?_skw=2022-23+Topps+Mohamed+Ali+Cho&epid=19062359415&itmmeta=01JV1WEBXHHXF652D6FTXVNN2S&hash=item5e60c3e95d:g:AggAAOSw8yhnNJKH&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fwy1HNSQgmVNjRyEbajg7ZKU4jjbRILKA7HtQ8OQ9zL30fIToGFGulWSyq%2FijytAQw1683JnU%2FfU2TxTavA6ICprkZf5oWxIbmudw43ccpFqEzbS57T4tQO%2FWNM3iMYEPqOz9RkGmcuj0VVLStPwNJS%2Bz39DJ2hzWQlxZw%2BaICBQV1G6MbqmzJGvmZ6w9UzpL%2F3QDjpDVohgEFdNeKsNZWajwjLXYMBmfOkdidMas0EqETpxQ5tMIJfGCP8pxiJgR2gyaiL5vTUvDVAgpnH0Kv%7Ctkp%3ABk9SR4y_ubzYZQ,39.99,2025-02-12,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions - Red #3 Mohamed-Ali Cho,25.0,618.0
334285,2022-23 Panini Select Mohamed Ali Cho Rookie RC Autograph France Real Sociedad,$6.00,"Mar 12, 2025",topstox-official,41101,99.4,https://www.ebay.com/itm/365446744889?_skw=2022-23+Topps+Mohamed+Ali+Cho&epid=8060316951&itmmeta=01JV1WEBXJSW6EMV5W1TH32WW0&hash=item551652cb39:g:I2IAAOSwtN1ny6UI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dC0syRSzyh2wyRTExYwoK1HXR--7K7zZWvgduOxo8nCHd%2BIXpbv4OVI4vqj5F%2Buto46i4jX86K3C4Z1QISxg3NLx2iWTrd5v7qZ5P3PNWoBYYH35TjIJ7sjXsJ1XR5VTRpayEGPgOBBwfudpEnPw5W2T0KPicYodjs3jUr%2BEANguGAxG7h6eoE4aZwAyYQkxEubg7HKjHcDtt%2FhVjOunxgp%2FOeoiER4G4X6PBgprkiyXt6s2X1GfivonI2LoxaVRsdwfphtXLj0hYeESzzVyRe%7Ctkp%3ABk9SR46_ubzYZQ,6.0,2025-03-12,,,
